"Airport","Country","Date","Passengers"
"ROMA/FIUMICINO airport","Italy",2002-06-01,2191357
"ROMA/FIUMICINO airport","Italy",2002-07-01,2334473
"ROMA/FIUMICINO airport","Italy",2002-08-01,2369168
"ROMA/FIUMICINO airport","Italy",2002-09-01,2365783
"ROMA/FIUMICINO airport","Italy",2002-10-01,2375756
"ROMA/FIUMICINO airport","Italy",2002-11-01,1862584
"ROMA/FIUMICINO airport","Italy",2002-12-01,1811474
"ROMA/FIUMICINO airport","Italy",2003-01-01,1724328
"ROMA/FIUMICINO airport","Italy",2003-02-01,1701313
"ROMA/FIUMICINO airport","Italy",2003-03-01,2001381
"ROMA/FIUMICINO airport","Italy",2003-04-01,1539973
"ROMA/FIUMICINO airport","Italy",2003-05-01,2069748
"ROMA/FIUMICINO airport","Italy",2003-06-01,2146152
"ROMA/FIUMICINO airport","Italy",2003-07-01,2441465
"ROMA/FIUMICINO airport","Italy",2003-08-01,2519578
"ROMA/FIUMICINO airport","Italy",2003-09-01,2465298
"ROMA/FIUMICINO airport","Italy",2003-10-01,2460648
"ROMA/FIUMICINO airport","Italy",2003-11-01,2026647
"ROMA/FIUMICINO airport","Italy",2003-12-01,1959649
"ROMA/FIUMICINO airport","Italy",2004-01-01,1744266
"ROMA/FIUMICINO airport","Italy",2004-02-01,1798467
"ROMA/FIUMICINO airport","Italy",2004-03-01,2168969
"ROMA/FIUMICINO airport","Italy",2004-04-01,2320825
"ROMA/FIUMICINO airport","Italy",2004-05-01,2422439
"ROMA/FIUMICINO airport","Italy",2004-06-01,2436630
"ROMA/FIUMICINO airport","Italy",2004-07-01,2722487
"ROMA/FIUMICINO airport","Italy",2004-08-01,2709119
"ROMA/FIUMICINO airport","Italy",2004-09-01,2629821
"ROMA/FIUMICINO airport","Italy",2004-10-01,2535607
"ROMA/FIUMICINO airport","Italy",2004-11-01,2036239
"ROMA/FIUMICINO airport","Italy",2004-12-01,1982029
"ROMA/FIUMICINO airport","Italy",2005-01-01,1856963
"ROMA/FIUMICINO airport","Italy",2005-02-01,1779735
"ROMA/FIUMICINO airport","Italy",2005-03-01,2289172
"ROMA/FIUMICINO airport","Italy",2005-04-01,2370879
"ROMA/FIUMICINO airport","Italy",2005-05-01,2599257
"ROMA/FIUMICINO airport","Italy",2005-06-01,2604184
"ROMA/FIUMICINO airport","Italy",2005-07-01,2788157
"ROMA/FIUMICINO airport","Italy",2005-08-01,2407740
"ROMA/FIUMICINO airport","Italy",2005-09-01,2619669
"ROMA/FIUMICINO airport","Italy",2005-10-01,2511965
"ROMA/FIUMICINO airport","Italy",2005-11-01,2077749
"ROMA/FIUMICINO airport","Italy",2005-12-01,2055914
"ROMA/FIUMICINO airport","Italy",2006-01-01,1866317
"ROMA/FIUMICINO airport","Italy",2006-02-01,1838319
"ROMA/FIUMICINO airport","Italy",2006-03-01,2280964
"ROMA/FIUMICINO airport","Italy",2006-04-01,2569761
"ROMA/FIUMICINO airport","Italy",2006-05-01,2740221
"ROMA/FIUMICINO airport","Italy",2006-06-01,2701082
"ROMA/FIUMICINO airport","Italy",2006-07-01,2957052
"ROMA/FIUMICINO airport","Italy",2006-08-01,2897006
"ROMA/FIUMICINO airport","Italy",2006-09-01,5563132
"ROMA/FIUMICINO airport","Italy",2006-10-01,2654396
"ROMA/FIUMICINO airport","Italy",2006-11-01,2135046
"ROMA/FIUMICINO airport","Italy",2006-12-01,2142768
"ROMA/FIUMICINO airport","Italy",2007-01-01,1984967
"ROMA/FIUMICINO airport","Italy",2007-02-01,1934596
"ROMA/FIUMICINO airport","Italy",2007-03-01,2471423
"ROMA/FIUMICINO airport","Italy",2007-04-01,2745828
"ROMA/FIUMICINO airport","Italy",2007-05-01,2853775
"ROMA/FIUMICINO airport","Italy",2007-06-01,2853775
"ROMA/FIUMICINO airport","Italy",2007-07-01,3275333
"ROMA/FIUMICINO airport","Italy",2007-08-01,3211587
"ROMA/FIUMICINO airport","Italy",2007-09-01,3114922
"ROMA/FIUMICINO airport","Italy",2007-10-01,3037493
"ROMA/FIUMICINO airport","Italy",2007-11-01,2430693
"ROMA/FIUMICINO airport","Italy",2007-12-01,2361417
"ROMA/FIUMICINO airport","Italy",2008-01-01,2170629
"ROMA/FIUMICINO airport","Italy",2008-02-01,2143386
"ROMA/FIUMICINO airport","Italy",2008-03-01,2652801
"ROMA/FIUMICINO airport","Italy",2008-04-01,3056365
"ROMA/FIUMICINO airport","Italy",2008-05-01,3334408
"ROMA/FIUMICINO airport","Italy",2008-06-01,3368210
"ROMA/FIUMICINO airport","Italy",2008-07-01,3611425
"ROMA/FIUMICINO airport","Italy",2008-08-01,3626898
"ROMA/FIUMICINO airport","Italy",2008-09-01,3301072
"ROMA/FIUMICINO airport","Italy",2008-10-01,3065641
"ROMA/FIUMICINO airport","Italy",2008-11-01,2296632
"ROMA/FIUMICINO airport","Italy",2008-12-01,2182764
"ROMA/FIUMICINO airport","Italy",2009-01-01,1993021
"ROMA/FIUMICINO airport","Italy",2009-02-01,2016491
"ROMA/FIUMICINO airport","Italy",2009-03-01,2606090
"ROMA/FIUMICINO airport","Italy",2009-04-01,2960145
"ROMA/FIUMICINO airport","Italy",2009-05-01,3051697
"ROMA/FIUMICINO airport","Italy",2009-06-01,2963138
"ROMA/FIUMICINO airport","Italy",2009-07-01,3346127
"ROMA/FIUMICINO airport","Italy",2009-08-01,3396562
"ROMA/FIUMICINO airport","Italy",2009-09-01,3128068
"ROMA/FIUMICINO airport","Italy",2009-10-01,3018679
"ROMA/FIUMICINO airport","Italy",2009-11-01,2446360
"ROMA/FIUMICINO airport","Italy",2009-12-01,2489183
"ROMA/FIUMICINO airport","Italy",2010-01-01,2260818
"ROMA/FIUMICINO airport","Italy",2010-02-01,2162022
"ROMA/FIUMICINO airport","Italy",2010-03-01,2759474
"ROMA/FIUMICINO airport","Italy",2010-04-01,2885161
"ROMA/FIUMICINO airport","Italy",2010-05-01,3211669
"ROMA/FIUMICINO airport","Italy",2010-06-01,3238988
"ROMA/FIUMICINO airport","Italy",2010-07-01,3617648
"ROMA/FIUMICINO airport","Italy",2010-08-01,3710208
"ROMA/FIUMICINO airport","Italy",2010-09-01,3448103
"ROMA/FIUMICINO airport","Italy",2010-10-01,3373465
"ROMA/FIUMICINO airport","Italy",2010-11-01,2665719
"ROMA/FIUMICINO airport","Italy",2010-12-01,2621214
"ROMA/FIUMICINO airport","Italy",2011-01-01,2401226
"ROMA/FIUMICINO airport","Italy",2011-02-01,2227338
"ROMA/FIUMICINO airport","Italy",2011-03-01,2810992
"ROMA/FIUMICINO airport","Italy",2011-04-01,3133324
"ROMA/FIUMICINO airport","Italy",2011-05-01,3365372
"ROMA/FIUMICINO airport","Italy",2011-06-01,3461477
"ROMA/FIUMICINO airport","Italy",2011-07-01,3856163
"ROMA/FIUMICINO airport","Italy",2011-08-01,3837549
"ROMA/FIUMICINO airport","Italy",2011-09-01,3617370
"ROMA/FIUMICINO airport","Italy",2011-10-01,3395052
"ROMA/FIUMICINO airport","Italy",2011-11-01,2658806
"ROMA/FIUMICINO airport","Italy",2011-12-01,2639844
"ROMA/FIUMICINO airport","Italy",2012-01-01,2427445
"ROMA/FIUMICINO airport","Italy",2012-02-01,2157984
"ROMA/FIUMICINO airport","Italy",2012-03-01,2767723
"ROMA/FIUMICINO airport","Italy",2012-04-01,3146591
"ROMA/FIUMICINO airport","Italy",2012-05-01,3300379
"ROMA/FIUMICINO airport","Italy",2012-06-01,3404586
"ROMA/FIUMICINO airport","Italy",2012-07-01,3839828
"ROMA/FIUMICINO airport","Italy",2012-08-01,3805991
"ROMA/FIUMICINO airport","Italy",2012-09-01,3696079
"ROMA/FIUMICINO airport","Italy",2012-10-01,3241891
"ROMA/FIUMICINO airport","Italy",2012-11-01,2520585
"ROMA/FIUMICINO airport","Italy",2012-12-01,2432076
"ROMA/FIUMICINO airport","Italy",2013-01-01,2226203
"ROMA/FIUMICINO airport","Italy",2013-02-01,2128657
"ROMA/FIUMICINO airport","Italy",2013-03-01,2722580
"ROMA/FIUMICINO airport","Italy",2013-04-01,3020112
"ROMA/FIUMICINO airport","Italy",2013-05-01,3283823
"ROMA/FIUMICINO airport","Italy",2013-06-01,3432148
"ROMA/FIUMICINO airport","Italy",2013-07-01,3736250
"ROMA/FIUMICINO airport","Italy",2013-08-01,3745989
"ROMA/FIUMICINO airport","Italy",2013-09-01,3558778
"ROMA/FIUMICINO airport","Italy",2013-10-01,3186662
"ROMA/FIUMICINO airport","Italy",2013-11-01,2437082
"ROMA/FIUMICINO airport","Italy",2013-12-01,2459735
"ROMA/FIUMICINO airport","Italy",2014-01-01,2259373
"ROMA/FIUMICINO airport","Italy",2014-02-01,2159254
"ROMA/FIUMICINO airport","Italy",2014-03-01,2774228
"ROMA/FIUMICINO airport","Italy",2014-04-01,3176155
"ROMA/FIUMICINO airport","Italy",2014-05-01,3405287
"ROMA/FIUMICINO airport","Italy",2014-06-01,3658813
"ROMA/FIUMICINO airport","Italy",2014-07-01,3998730
"ROMA/FIUMICINO airport","Italy",2014-08-01,4098276
"ROMA/FIUMICINO airport","Italy",2014-09-01,3845032
"ROMA/FIUMICINO airport","Italy",2014-10-01,3520166
"ROMA/FIUMICINO airport","Italy",2014-11-01,2696884
"ROMA/FIUMICINO airport","Italy",2014-12-01,2696321
"ROMA/FIUMICINO airport","Italy",2015-01-01,2417278
"ROMA/FIUMICINO airport","Italy",2015-02-01,2355848
"ROMA/FIUMICINO airport","Italy",2015-03-01,3027480
"ROMA/FIUMICINO airport","Italy",2015-04-01,3427255
"ROMA/FIUMICINO airport","Italy",2015-05-01,3511605
"ROMA/FIUMICINO airport","Italy",2015-06-01,3649721
"ROMA/FIUMICINO airport","Italy",2015-07-01,4148719
"ROMA/FIUMICINO airport","Italy",2015-08-01,4374076
"ROMA/FIUMICINO airport","Italy",2015-09-01,4060504
"ROMA/FIUMICINO airport","Italy",2015-10-01,3710167
"ROMA/FIUMICINO airport","Italy",2015-11-01,2817628
"ROMA/FIUMICINO airport","Italy",2015-12-01,2730894
"ROMA/FIUMICINO airport","Italy",2016-01-01,2501327
"ROMA/FIUMICINO airport","Italy",2016-02-01,2546522
"ROMA/FIUMICINO airport","Italy",2016-03-01,3054907
"ROMA/FIUMICINO airport","Italy",2016-04-01,3384287
"ROMA/FIUMICINO airport","Italy",2016-05-01,3783661
"ROMA/FIUMICINO airport","Italy",2016-06-01,3883919
"ROMA/FIUMICINO airport","Italy",2016-07-01,4382240
"ROMA/FIUMICINO airport","Italy",2016-08-01,4296062
"ROMA/FIUMICINO airport","Italy",2016-09-01,4045610
"ROMA/FIUMICINO airport","Italy",2016-10-01,3910578
"ROMA/FIUMICINO airport","Italy",2016-11-01,2897203
"ROMA/FIUMICINO airport","Italy",2016-12-01,2882722
"ROMA/FIUMICINO airport","Italy",2017-01-01,2655003
"ROMA/FIUMICINO airport","Italy",2017-02-01,2483405
"ROMA/FIUMICINO airport","Italy",2017-03-01,3047358
"ROMA/FIUMICINO airport","Italy",2017-04-01,3456266
"ROMA/FIUMICINO airport","Italy",2017-05-01,3664084
"ROMA/FIUMICINO airport","Italy",2017-06-01,3835583
"ROMA/FIUMICINO airport","Italy",2017-07-01,4265056
"ROMA/FIUMICINO airport","Italy",2017-08-01,4206831
"ROMA/FIUMICINO airport","Italy",2017-09-01,3969010
"ROMA/FIUMICINO airport","Italy",2017-10-01,3654193
"ROMA/FIUMICINO airport","Italy",2017-11-01,2823094
"ROMA/FIUMICINO airport","Italy",2017-12-01,2780817
"ROMA/FIUMICINO airport","Italy",2018-01-01,2624743
"ROMA/FIUMICINO airport","Italy",2018-02-01,2564203
"ROMA/FIUMICINO airport","Italy",2018-03-01,3211619
"ROMA/FIUMICINO airport","Italy",2018-04-01,3661808
"ROMA/FIUMICINO airport","Italy",2018-05-01,3911468
"ROMA/FIUMICINO airport","Italy",2018-06-01,4080368
"ROMA/FIUMICINO airport","Italy",2018-07-01,4424627
"ROMA/FIUMICINO airport","Italy",2018-08-01,4357729
"ROMA/FIUMICINO airport","Italy",2018-09-01,4119298
"ROMA/FIUMICINO airport","Italy",2018-10-01,3871311
"ROMA/FIUMICINO airport","Italy",2018-11-01,3068156
"ROMA/FIUMICINO airport","Italy",2018-12-01,2998887
"ROMA/FIUMICINO airport","Italy",2019-01-01,2749915
"ROMA/FIUMICINO airport","Italy",2019-02-01,2707437
"ROMA/FIUMICINO airport","Italy",2019-03-01,3306232
"ROMA/FIUMICINO airport","Italy",2019-04-01,3699700
"ROMA/FIUMICINO airport","Italy",2019-05-01,3836039
"ROMA/FIUMICINO airport","Italy",2019-06-01,4189287
"ROMA/FIUMICINO airport","Italy",2019-07-01,4432414
"ROMA/FIUMICINO airport","Italy",2019-08-01,4455375
"ROMA/FIUMICINO airport","Italy",2019-09-01,4148309
"ROMA/FIUMICINO airport","Italy",2019-10-01,3875600
"ROMA/FIUMICINO airport","Italy",2019-11-01,3035993
"ROMA/FIUMICINO airport","Italy",2019-12-01,2962335
"ROMA/FIUMICINO airport","Italy",2020-01-01,2729506
"ROMA/FIUMICINO airport","Italy",2020-02-01,2403544
"ROMA/FIUMICINO airport","Italy",2020-03-01,629289
"ROMA/FIUMICINO airport","Italy",2020-04-01,67271
"ROMA/FIUMICINO airport","Italy",2020-05-01,107745
"ROMA/FIUMICINO airport","Italy",2020-06-01,291573
"ROMA/FIUMICINO airport","Italy",2020-07-01,711322
"ROMA/FIUMICINO airport","Italy",2020-08-01,909800
"ROMA/FIUMICINO airport","Italy",2020-09-01,712401
"ROMA/FIUMICINO airport","Italy",2020-10-01,598324
"ROMA/FIUMICINO airport","Italy",2020-11-01,271782
"ROMA/FIUMICINO airport","Italy",2020-12-01,341038
"ROMA/FIUMICINO airport","Italy",2021-01-01,310990
"ROMA/FIUMICINO airport","Italy",2021-02-01,341344
"ROMA/FIUMICINO airport","Italy",2021-03-01,370727
"ROMA/FIUMICINO airport","Italy",2021-04-01,413890
"ROMA/FIUMICINO airport","Italy",2021-05-01,565229
"ROMA/FIUMICINO airport","Italy",2021-06-01,819021
"ROMA/FIUMICINO airport","Italy",2021-07-01,1338318
"ROMA/FIUMICINO airport","Italy",2021-08-01,1649622
"ROMA/FIUMICINO airport","Italy",2021-09-01,1504367
"ROMA/FIUMICINO airport","Italy",2021-10-01,1499693
"ROMA/FIUMICINO airport","Italy",2021-11-01,1443099
"ROMA/FIUMICINO airport","Italy",2021-12-01,1330131
"ROMA/FIUMICINO airport","Italy",2022-01-01,920783
"ROMA/FIUMICINO airport","Italy",2022-02-01,1096561
"ROMA/FIUMICINO airport","Italy",2022-03-01,1622664
"ROMA/FIUMICINO airport","Italy",2022-04-01,2320214
"ROMA/FIUMICINO airport","Italy",2022-05-01,2623809
"ROMA/FIUMICINO airport","Italy",2022-06-01,3005609
"ROMA/FIUMICINO airport","Italy",2022-07-01,3235251
"ROMA/FIUMICINO airport","Italy",2022-08-01,3278747
"ROMA/FIUMICINO airport","Italy",2022-09-01,3261711
"ROMA/FIUMICINO airport","Italy",2022-10-01,3083585
"ROMA/FIUMICINO airport","Italy",2022-11-01,2340198
"ROMA/FIUMICINO airport","Italy",2022-12-01,2384275
"ROMA/FIUMICINO airport","Italy",2023-01-01,2249067
"ROMA/FIUMICINO airport","Italy",2023-02-01,2193279
"ROMA/FIUMICINO airport","Italy",2023-03-01,2739430
"ROMA/FIUMICINO airport","Italy",2023-04-01,3235616
"ROMA/FIUMICINO airport","Italy",2023-05-01,3537553
"ROMA/FIUMICINO airport","Italy",2023-06-01,3863458
"ROMA/FIUMICINO airport","Italy",2023-07-01,4153565
"ROMA/FIUMICINO airport","Italy",2023-08-01,0
"ROMA/FIUMICINO airport","Italy",2023-09-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2002-01-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2002-02-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2002-03-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2002-04-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2002-05-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2002-06-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2002-07-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2002-08-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2002-09-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2002-10-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2002-11-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2002-12-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2003-01-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2003-02-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2003-03-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2003-04-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2003-05-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2003-06-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2003-07-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2003-08-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2003-09-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2003-10-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2003-11-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2003-12-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2004-01-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2004-02-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2004-03-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2004-04-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2004-05-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2004-06-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2004-07-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2004-08-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2004-09-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2004-10-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2004-11-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2004-12-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2005-01-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2005-02-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2005-03-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2005-04-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2005-05-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2005-06-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2005-07-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2005-08-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2005-09-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2005-10-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2005-11-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2005-12-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2006-01-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2006-02-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2006-03-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2006-04-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2006-05-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2006-06-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2006-07-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2006-08-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2006-09-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2006-10-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2006-11-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2006-12-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2007-01-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2007-02-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2007-03-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2007-04-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2007-05-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2007-06-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2007-07-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2007-08-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2007-09-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2007-10-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2007-11-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2007-12-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2008-01-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2008-02-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2008-03-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2008-04-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2008-05-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2008-06-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2008-07-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2008-08-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2008-09-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2008-10-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2008-11-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2008-12-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2009-01-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2009-02-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2009-03-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2009-04-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2009-05-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2009-06-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2009-07-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2009-08-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2009-09-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2009-10-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2009-11-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2009-12-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2010-01-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2010-02-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2010-03-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2010-04-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2010-05-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2010-06-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2010-07-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2010-08-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2010-09-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2010-10-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2010-11-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2010-12-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2011-01-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2011-02-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2011-03-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2011-04-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2011-05-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2011-06-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2011-07-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2011-08-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2011-09-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2011-10-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2011-11-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2011-12-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2012-01-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2012-02-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2012-03-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2012-04-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2012-05-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2012-06-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2012-07-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2012-08-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2012-09-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2012-10-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2012-11-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2012-12-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2013-01-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2013-02-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2013-03-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2013-04-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2013-05-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2013-06-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2013-07-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2013-08-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2013-09-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2013-10-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2013-11-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2013-12-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2014-01-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2014-02-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2014-03-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2014-04-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2014-05-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2014-06-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2014-07-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2014-08-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2014-09-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2014-10-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2014-11-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2014-12-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2015-01-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2015-02-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2015-03-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2015-04-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2015-05-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2015-06-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2015-07-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2015-08-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2015-09-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2015-10-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2015-11-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2015-12-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2016-01-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2016-02-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2016-03-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2016-04-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2016-05-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2016-06-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2016-07-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2016-08-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2016-09-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2016-10-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2016-11-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2016-12-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2017-01-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2017-02-01,0
"SARAJEVO airport","Bosnia and Herzegovina",2017-03-01,0
