"Airport","Country","Date","Passengers"
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2017-02-01,783653
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2017-03-01,943802
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2017-04-01,1087261
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2017-05-01,1135562
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2017-06-01,1193503
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2017-07-01,1323222
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2017-08-01,1327067
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2017-09-01,1242976
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2017-10-01,1189794
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2017-11-01,1016103
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2017-12-01,999346
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2018-01-01,950581
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2018-02-01,906180
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2018-03-01,1108679
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2018-04-01,1231337
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2018-05-01,1288351
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2018-06-01,1347258
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2018-07-01,1505537
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2018-08-01,1522211
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2018-09-01,1391886
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2018-10-01,1338808
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2018-11-01,1107249
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2018-12-01,1105551
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2019-01-01,1000097
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2019-02-01,966639
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2019-03-01,1168118
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2019-04-01,1332311
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2019-05-01,1407109
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2019-06-01,1468921
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2019-07-01,1597335
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2019-08-01,1610469
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2019-09-01,1507600
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2019-10-01,1470144
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2019-11-01,1264279
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2019-12-01,1306497
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2020-01-01,1165648
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2020-02-01,1109084
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2020-03-01,492612
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2020-04-01,9482
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2020-05-01,22477
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2020-06-01,83851
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2020-07-01,302256
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2020-08-01,390834
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2020-09-01,86559
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2020-10-01,61913
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2020-11-01,48521
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2020-12-01,67262
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2021-01-01,65319
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2021-02-01,53502
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2021-03-01,61243
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2021-04-01,63052
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2021-05-01,85447
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2021-06-01,263571
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2021-07-01,533544
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2021-08-01,697510
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2021-09-01,635588
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2021-10-01,710518
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2021-11-01,722401
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2021-12-01,700292
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2022-01-01,559565
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2022-02-01,618061
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2022-03-01,791995
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2022-04-01,993368
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2022-05-01,1091652
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2022-06-01,1199751
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2022-07-01,1288914
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2022-08-01,1293804
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2022-09-01,1181057
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2022-10-01,1164616
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2022-11-01,965053
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2022-12-01,997601
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2023-01-01,935926
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2023-02-01,880749
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2023-03-01,1052142
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2023-04-01,1192940
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2023-05-01,1240677
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2023-06-01,1331242
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2023-07-01,0
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2023-08-01,0
"BUDAPEST/LISZT FERENC INTERNATIONAL airport","Hungary",2023-09-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2002-01-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2002-02-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2002-03-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2002-04-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2002-05-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2002-06-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2002-07-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2002-08-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2002-09-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2002-10-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2002-11-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2002-12-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2003-01-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2003-02-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2003-03-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2003-04-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2003-05-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2003-06-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2003-07-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2003-08-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2003-09-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2003-10-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2003-11-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2003-12-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2004-01-01,133045
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2004-02-01,146190
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2004-03-01,166611
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2004-04-01,183858
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2004-05-01,168831
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2004-06-01,169011
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2004-07-01,193792
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2004-08-01,196113
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2004-09-01,181538
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2004-10-01,185796
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2004-11-01,158497
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2004-12-01,140008
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2005-01-01,132467
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2005-02-01,136839
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2005-03-01,147364
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2005-04-01,156572
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2005-05-01,165032
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2005-06-01,159999
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2005-07-01,181841
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2005-08-01,182806
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2005-09-01,161646
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2005-10-01,148923
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2005-11-01,146246
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2005-12-01,143480
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2006-01-01,124825
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2006-02-01,128790
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2006-03-01,152309
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2006-04-01,186480
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2006-05-01,195407
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2006-06-01,193800
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2006-07-01,211830
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2006-08-01,210838
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2006-09-01,195658
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2006-10-01,203355
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2006-11-01,181882
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2006-12-01,169409
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2007-01-01,172356
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2007-02-01,167986
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2007-03-01,198193
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2007-04-01,208125
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2007-05-01,195759
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2007-06-01,186775
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2007-07-01,238293
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2007-08-01,233729
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2007-09-01,217223
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2007-10-01,217890
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2007-11-01,204569
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2007-12-01,202286
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2008-01-01,184254
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2008-02-01,193826
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2008-03-01,238606
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2008-04-01,249919
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2008-05-01,265469
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2008-06-01,245361
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2008-07-01,281136
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2008-08-01,286205
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2008-09-01,255790
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2008-10-01,266233
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2008-11-01,242227
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2008-12-01,235299
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2009-01-01,218216
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2009-02-01,234025
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2009-03-01,264712
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2009-04-01,328297
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2009-05-01,334764
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2009-06-01,343264
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2009-07-01,400602
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2009-08-01,409701
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2009-09-01,359357
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2009-10-01,359232
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2009-11-01,340925
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2009-12-01,327073
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2010-01-01,296415
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2010-02-01,304954
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2010-03-01,379271
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2010-04-01,355747
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2010-05-01,466730
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2010-06-01,470189
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2010-07-01,563251
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2010-08-01,555586
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2010-09-01,489450
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2010-10-01,503570
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2010-11-01,424977
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2010-12-01,370567
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2011-01-01,377946
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2011-02-01,371421
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2011-03-01,448649
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2011-04-01,504026
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2011-05-01,535001
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2011-06-01,522369
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2011-07-01,594743
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2011-08-01,588090
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2011-09-01,562295
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2011-10-01,552857
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2011-11-01,414380
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2011-12-01,412034
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2012-01-01,371064
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2012-02-01,394734
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2012-03-01,459717
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2012-04-01,591987
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2012-05-01,605576
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2012-06-01,572869
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2012-07-01,698151
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2012-08-01,701224
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2012-09-01,610253
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2012-10-01,600615
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2012-11-01,455043
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2012-12-01,446224
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2013-01-01,395957
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2013-02-01,381634
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2013-03-01,457207
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2013-04-01,599239
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2013-05-01,633812
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2013-06-01,602910
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2013-07-01,723114
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2013-08-01,739081
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2013-09-01,644805
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2013-10-01,642694
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2013-11-01,484068
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2013-12-01,473945
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2014-01-01,415540
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2014-02-01,404639
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2014-03-01,422020
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2014-04-01,582356
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2014-05-01,578916
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2014-06-01,556043
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2014-07-01,649888
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2014-08-01,683768
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2014-09-01,592145
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2014-10-01,606339
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2014-11-01,481197
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2014-12-01,456834
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2015-01-01,434117
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2015-02-01,431764
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2015-03-01,481729
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2015-04-01,622843
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2015-05-01,646634
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2015-06-01,597878
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2015-07-01,707416
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2015-08-01,733508
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2015-09-01,654377
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2015-10-01,655423
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2015-11-01,509867
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2015-12-01,471811
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2016-01-01,462723
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2016-02-01,488636
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2016-03-01,579163
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2016-04-01,694210
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2016-05-01,649328
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2016-06-01,609807
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2016-07-01,720297
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2016-08-01,724147
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2016-09-01,646007
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2016-10-01,652397
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2016-11-01,531715
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2016-12-01,536270
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2017-01-01,496912
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2017-02-01,484447
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2017-03-01,541237
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2017-04-01,687765
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2017-05-01,701174
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2017-06-01,682240
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2017-07-01,799423
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2017-08-01,799861
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2017-09-01,709680
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2017-10-01,690052
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2017-11-01,551675
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2017-12-01,548985
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2018-01-01,531395
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2018-02-01,507011
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2018-03-01,584254
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2018-04-01,742381
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2018-05-01,747938
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2018-06-01,714896
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2018-07-01,781608
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2018-08-01,801396
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2018-09-01,724358
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2018-10-01,751216
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2018-11-01,561137
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2018-12-01,574780
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2019-01-01,555543
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2019-02-01,513009
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2019-03-01,602232
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2019-04-01,754861
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2019-05-01,748516
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2019-06-01,756731
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2019-07-01,807318
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2019-08-01,808931
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2019-09-01,736805
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2019-10-01,727695
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2019-11-01,576404
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2019-12-01,613436
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2020-01-01,576845
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2020-02-01,568174
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2020-03-01,241461
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2020-04-01,3
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2020-05-01,8
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2020-06-01,20793
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2020-07-01,240695
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2020-08-01,331245
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2020-09-01,189097
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2020-10-01,153905
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2020-11-01,89445
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2020-12-01,124077
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2021-01-01,82421
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2021-02-01,24390
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2021-03-01,18866
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2021-04-01,44788
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2021-05-01,83514
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2021-06-01,255475
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2021-07-01,557494
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2021-08-01,596467
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2021-09-01,548674
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2021-10-01,575332
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2021-11-01,523031
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2021-12-01,439281
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2022-01-01,330237
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2022-02-01,438278
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2022-03-01,570105
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2022-04-01,707686
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2022-05-01,790005
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2022-06-01,753874
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2022-07-01,863947
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2022-08-01,881587
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2022-09-01,826070
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2022-10-01,806454
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2022-11-01,645324
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2022-12-01,646524
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2023-01-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2023-02-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2023-03-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2023-04-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2023-05-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2023-06-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2023-07-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2023-08-01,0
"CHARLEROI/BRUSSELS SOUTH airport","Belgium",2023-09-01,0
"DUBLIN airport","Ireland",2002-01-01,900434
"DUBLIN airport","Ireland",2002-02-01,967913
"DUBLIN airport","Ireland",2002-03-01,1155273
"DUBLIN airport","Ireland",2002-04-01,1060281
"DUBLIN airport","Ireland",2002-05-01,1277220
"DUBLIN airport","Ireland",2002-06-01,1414420
"DUBLIN airport","Ireland",2002-07-01,1574529
"DUBLIN airport","Ireland",2002-08-01,1634894
"DUBLIN airport","Ireland",2002-09-01,1482228
"DUBLIN airport","Ireland",2002-10-01,1315783
